UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,,,,
Joni Ernst,@SenJoniErnst,2023-11-13T19:27:08.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 14","Hamas is a terrorist organization, period.

I’m joining my colleagues in demanding the 
@UN
 designate them as such and impose sanctions immediately.",,92,76,207,"['https://pbs.twimg.com/media/F-1mdBMXIAAWa0L?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-1mdBXXcAAfgZS?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-1mdBWXAAA0yLu?format=jpg&name=360x360']",https://twitter.com/SenJoniErnst/status/1724146900079722764,,,,
Molly Gordy,@mollygordy,2023-11-13T17:53:49.000Z,"Molly Gordy
@mollygordy
·
Nov 14","A reminder that 
@SenJoniErnst
 actively has promoted the importation of 70,000 migrants from Mexico EVERY YEAR to work Iowa’s farms. Why not start there?",,,,3,['https://pbs.twimg.com/profile_images/1682228089164554240/Oze8QsT4_mini.jpg'],https://twitter.com/mollygordy/status/1724123417119498449,,,,
Joni Ernst,@SenJoniErnst,2023-11-13T17:32:58.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 14","This is ridiculous.

Build a REAL wall using the materials taxpayers already purchased, 
@POTUS
!",,39,15,93,['https://pbs.twimg.com/card_img/1731105934393425920/zpqEh031?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1724118166777843990,,,,
Joni Ernst,@SenJoniErnst,2023-11-13T16:02:02.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 14","I couldn’t agree more, 
@Open_The_Books
.

The IRS does NOT  NEED  GUNS 

I’m fighting to #DisarmTheIRS.
https://abcstlouis.com/news/nation-world/expert-they-should-not-be-preparing-for-battle-as-irs-spends-10-million-on-weapons-and-ammunitions-since-2020-internal-revenue-service-military-weapons-iowa-senator-joni-ernst…",? ? ?,50,32,71,['https://pbs.twimg.com/media/F-03hi9WIAA3V_M?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1724095284492304811,,,,
Mom Skelton,@MomSkelton,2023-11-13T15:54:03.000Z,"Mom Skelton
@MomSkelton
·
Nov 13","Nazis ""blood tribe"" 
Accepted by GOP leader, who quotes Hitler, replaced US Anthem, w/Jan 6 prisoners song
GOP caused American deaths Jan 6 & assaulted 140+Police 
@SenJohnThune
 @SenJoniErnst
 GOP DENIES US Promotions for gop insurrection act 2025
Congress writes laws-not Military",? ? ? ? ?,,,,"['https://pbs.twimg.com/profile_images/1702016170881105920/rV1haaFj_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1724068916073263104/pu/img/8IW6VBmQVhc2G4M0.jpg']",https://twitter.com/MomSkelton/status/1724093275022455149,,,,
MillerK22,@MillerK2100,2023-11-13T10:31:24.000Z,"MillerK22
@MillerK2100
·
Nov 13","In #Iowa- not 
@IAGovernor
 Kim Reynolds not 
@SenJoniErnst
 not 
@ChuckGrassley
 not 
@RepAshleyHinson",?,,,2,"['https://pbs.twimg.com/media/F-zrOOhW4AA7d4o?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1362883469077020677/H8V5ANco_mini.jpg']",https://twitter.com/MillerK2100/status/1724012077151326566,,,,
Rajneeti - ???????,@RajneetiBD,2023-11-13T09:07:48.000Z,"Rajneeti - ???????
@RajneetiBD
·
Nov 13","JCD leader caught red-handed while trying to torch bus: RAB

#RAB #bus #Bangladesh 
@SteveDaines
  @SenJoniErnst
 @SenatorFischer
 @ChuckGrassley
 @HawleyMO",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1723990593851011072/pu/img/Zau-_yN6JzOWqK2P.jpg'],https://twitter.com/RajneetiBD/status/1723991039210648011,,,,
Mickey stands with Ukraine & its people,@Island_Rover,2023-11-13T02:30:09.000Z,"Mickey stands with Ukraine & its people
@Island_Rover
·
Nov 13","Fascist is as Fascist Does
@SpeakerMcCarthy
 @MarshaBlackburn
 @tedcruz
 @LindseyGrahamSC
@LeaderMcConnell
 @GOP
 @HouseGOP
 @SenateGOP
@SenatorCollins
 @lisamurkowski
 @SenHawleyPress
@SenRickScott
 @SenToomey
 @SenTomCotton
 @SenJoniErnst
 @SenDanSullivan
@SenRandPaul
 #MAGA 
@SpeakerJohnson",,,,,['https://pbs.twimg.com/profile_images/1648778452127088640/cUM-ttHC_mini.jpg'],https://twitter.com/Island_Rover/status/1723890968485626106,,,,
Jo Clark,@JoClark70992650,2023-11-13T00:29:30.000Z,"Jo Clark
@JoClark70992650
·
Nov 13","Are we going to stand by passively while people like this threaten our nation, 
@ChuckGrassley
 @SenJoniErnst
 @millermeeks
 ?",,,,3,"['https://pbs.twimg.com/profile_images/1627325432642011139/2zz0VXHL_mini.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1723709223870050304/img/8v1JGeaD3ENPP53a.jpg']",https://twitter.com/JoClark70992650/status/1723860605658918926,,,,
Raymond Baker,@RayBake,2023-11-13T00:05:38.000Z,"Raymond Baker
@RayBake
·
Nov 13","Iowans will never forget, 
@IAGovernor
, 
@RepAshleyHinson
, 
@RepFeenstra
, 
@RepMMM
, and 
@ZachNunn
.

Iowans will never forget 
@ChuckGrassley
 and 
@SenJoniErnst
's cowardice on the impeachment votes. 

#VoteBlue2024ProtectDemocracy",,11,108,380,['https://pbs.twimg.com/media/F-xcDf4W4AA_PFk?format=jpg&name=small'],https://twitter.com/RayBake/status/1723854597393911815,,,,
PanoshPlace,@pegspanosh,2023-11-14T23:56:23.000Z,"PanoshPlace
@pegspanosh
·
Nov 15","What say you 
@ChuckGrassley
 and 
@SenJoniErnst
 ? Do you agree with what Tuberville is doing?",,,1,1,['https://pbs.twimg.com/profile_images/1080667453078884353/zaBmZYFU_mini.jpg'],https://twitter.com/pegspanosh/status/1724577046213378434,,,,
lessbarb,@lessbarb,2023-11-14T23:55:49.000Z,"lessbarb
@lessbarb
·
Nov 15","Why would 
@LindseyGrahamSC
 or 
@SenJoniErnst
 not support this rule change?

People say anything. It's their actions that reveal their intention. The GOP WANTS this.",,4,4,10,['https://pbs.twimg.com/profile_images/1663313956801482755/-yle_aZ8_mini.jpg'],https://twitter.com/lessbarb/status/1724576902197715225,,,,
????? ???? ????,@MobiousC,2023-11-14T23:23:14.000Z,"????? ???? ????
@MobiousC
·
Nov 15","For your info: 
@potus
 is bypassing you:
@michaelgwaltz
 @RepMcCaul
 @SenatorHagerty
 @SenTedCruz
 @SenMarcoRubio
 @SenTomCotton
 @SenJoniErnst
 @RepMikeRogersAL
 @SenatorRisch
 @SenatorMenendez
 @ChrisCoons
 @CoryMillsFL
 @SenatorWicker
 @RepJimBanks",,,,,['https://pbs.twimg.com/profile_images/417895172022628352/WOR0jysS_mini.jpeg'],https://twitter.com/MobiousC/status/1724568704518664552,,,,
John Newberg,@john_newberg,2023-11-14T22:52:35.000Z,"John Newberg
@john_newberg
·
Nov 15","Inflation's ""fever has broken"" as October data softens https://axios.com/2023/11/14/october-cpi-inflation-fed…
@RepFeenstra
 @RepMMM
 @RepAshleyHinson
 @ZachNunn
 @SenJoniErnst
 @ChuckGrassley
 some good news for Iowans.. what actions have you taken to help Iowans?? Iowa is still waiting",,,,,['https://pbs.twimg.com/card_img/1727110380516704256/UST8WG0K?format=jpg&name=small'],https://twitter.com/john_newberg/status/1724560988249174282,,,,
AIPAC | Text ISRAEL to 24722 | #StandWithIsrael,@AIPAC,2023-11-14T22:41:21.000Z,"AIPAC | Text ISRAEL to 24722 | #StandWithIsrael
@AIPAC
·
Nov 15","Thank you 
@SenJoniErnst
 for your strong pro-Israel leadership and powerful remarks at #MarchforIsrael!",,9,9,70,"['https://pbs.twimg.com/profile_images/1682228089164554240/Oze8QsT4_mini.jpg', 'https://pbs.twimg.com/media/F-6-cgXXwAAyinz?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6-cgWWUAA_rIA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6-cgVWkAEfnA6?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6-chDXAAA83az?format=jpg&name=360x360']",https://twitter.com/AIPAC/status/1724558161607029160,,,,
Florida Renegade,@MsRobotoFL,2023-11-14T22:37:53.000Z,"Florida Renegade
@MsRobotoFL
·
Nov 15","Any 
@NRSC
 member who votes with Schumer must be removed from Congress. No more excuses. 
@SenTuberville
 @SenatorRomney
 @SenJoniErnst",? ? ? ?,,,,['https://pbs.twimg.com/profile_images/1028984467447341059/yha4NYkt_mini.jpg'],https://twitter.com/MsRobotoFL/status/1724557289569312872,,,,
"Chris Gloninger, CCM, CBM",@ChrisGloninger,2023-11-14T22:33:39.000Z,"Chris Gloninger, CCM, CBM
@ChrisGloninger
·
Nov 15","A journalist asked if I’d compile letters of support I received after I announced my resignation.

Common theme: “this isn’t how Iowa used to be…”

Iowans, in 2024 & 2028 vote out:
@KimReynoldsIA
 
@ChuckGrassley
 
@SenJoniErnst
 
@millermeeks
 
Show more",,20,38,281,"['https://pbs.twimg.com/media/F-7avlfXcAAmQBd?format=jpg&name=small', 'https://pbs.twimg.com/media/F-7avlhWcAA6r8f?format=jpg&name=900x900']",https://twitter.com/ChrisGloninger/status/1724556223461134738,,,,
AIPAC | Text ISRAEL to 24722 | #StandWithIsrael,@AIPAC,2023-11-14T21:47:54.000Z,"AIPAC | Text ISRAEL to 24722 | #StandWithIsrael
@AIPAC
·
Nov 15","Thank you 
@SenSchumer
 @SenJoniErnst
 @SpeakerJohnson
 @RepJeffries
 for your outspoken leadership and bipartisan support for our ally Israel!


#StandWithIsrael

https://jewishinsider.com/2023/11/chuck-schumer-mike-johnson-joni-ernst-hakeem-jeffries-israel-march-washington/…",,16,10,43,['https://pbs.twimg.com/media/F-7PtQYW0AAmQ_q?format=png&name=small'],https://twitter.com/AIPAC/status/1724544713619833119,,,,
USGLC,@USGLC,2023-11-14T21:46:20.000Z,"USGLC
@USGLC
·
Nov 15","3 weeks to go until our annual #USGLCTribute celebration and we’re so excited to announce that we will be honoring 
@SenJoniErnst
 for her exceptional leadership in foreign policy & her commitment to advancing our development & diplomacy programs. https://celebrate.usglc.org",,,1,,['https://pbs.twimg.com/media/F-7P3m6WgAAQJ_a?format=jpg&name=small'],https://twitter.com/USGLC/status/1724544316465426524,,,,
Kriste Kline,@KristeKline,2023-11-14T21:43:08.000Z,"Kriste Kline
@KristeKline
·
Nov 15","We know from news reports,  
@Speaker_Johnson
 , @chuckschuemer, 
@SenJoniErnst
 , 
@hakeemjeffries
 NONE of you gives a damn abt your constituents/what they think. You should all be ashamed to share a stage with a hate merchant like Hagee. Alas, you have no shame. https://twitter.com/jacobkornbluh/status/1724507250926952895…",? ?,1,,1,[],https://twitter.com/KristeKline/status/1724543510454382651,,,,
Love God & Neighbor. Welcome Strangers.,@Schmidtyschtuff,2023-11-14T21:42:47.000Z,"Love God & Neighbor. Welcome Strangers.
@Schmidtyschtuff
·
Nov 15","Not surprised at all that 
@SenJoniErnst
 is pro genocide. #CeasefireNOW !!! https://twitter.com/jacobkornbluh/status/1724507250926952895…",,,,,[],https://twitter.com/Schmidtyschtuff/status/1724543425767207421,,,,
Hogan,@jphoganorg,2023-11-14T20:45:45.000Z,"Hogan
@jphoganorg
·
Nov 15","Moments at #MarchForIsrael

11/14/2023 #photography
#TheNationalMall #USCapitol
#WashingtonDC #NationalMall

#JPHogan - #photographer 
#StreetPhotography

cc 
@SenSchumer
Show more",,,2,4,['https://pbs.twimg.com/media/F-7CDMdXEAAxs7-?format=jpg&name=small'],https://twitter.com/jphoganorg/status/1724529070312939557,,,,
Hogan,@jphoganorg,2023-11-14T20:40:29.000Z,"Hogan
@jphoganorg
·
Nov 15","Moments at #MarchForIsrael

11/14/2023 #photography
#TheNationalMall #USCapitol
#WashingtonDC #NationalMall

#JPHogan - #photographer 
#StreetPhotography

cc 
@SenSchumer
Show more",,1,1,2,"['https://pbs.twimg.com/media/F-7A1bnXUAAwLD-?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-7A1ohWUAA4HjV?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-7A14GXUAA8GJi?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-7A2FJXkAALZph?format=jpg&name=360x360']",https://twitter.com/jphoganorg/status/1724527745428770939,,,,
Joni Ernst,@SenJoniErnst,2023-11-14T20:30:02.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 15","We stand with the people of #Israel 

#MarchForIsrael",,18,37,168,"['https://pbs.twimg.com/media/F-6-cgXXwAAyinz?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6-cgWWUAA_rIA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6-cgVWkAEfnA6?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6-chDXAAA83az?format=jpg&name=360x360']",https://twitter.com/SenJoniErnst/status/1724525114803286450,,,,
Hogan,@jphoganorg,2023-11-14T20:29:19.000Z,"Hogan
@jphoganorg
·
Nov 15","Moments at #MarchForIsrael

11/14/2023 #photography
#TheNationalMall #USCapitol
#WashingtonDC #NationalMall

#JPHogan - #photographer 
#StreetPhotography

cc 
@SenSchumer
 @SpeakerJohnson
Show more",,1,2,3,"['https://pbs.twimg.com/media/F-6-R15XMAAtION?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6-SHGWcAAFiQL?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6-SWaXAAA52wp?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6-SqgXAAA3wF8?format=jpg&name=360x360']",https://twitter.com/jphoganorg/status/1724524937853964784,,,,
Jonathan Greenblatt,@JGreenblattADL,2023-11-14T19:37:53.000Z,"Jonathan Greenblatt
@JGreenblattADL
·
Nov 15","Over the past month, we have appreciated the bipartisan support Congress has shown for Israel and for the Jewish people. Thank you 
@SpeakerJohnson
, 
@RepJeffries
, 
@SenSchumer
 and 
@SenJoniErnst
 for joining us today on the Mall at the #MarchForIsrael. #MarchAgainstAntisemitism",,,20,141,['https://pbs.twimg.com/media/F-6yZ0DXoAAR4vN?format=jpg&name=small'],https://twitter.com/JGreenblattADL/status/1724511991706927481,,,,
ADL,@ADL,2023-11-14T19:36:41.000Z,"ADL
@ADL
·
Nov 15",".
@SpeakerJohnson
, 
@RepJeffries
, 
@SenSchumer
 @SenJoniErnst
, we appreciate your leadership in Congress and at the #MarchForIsrael today as we work together to support Israel and Jewish communities in America.",,2,52,187,"['https://pbs.twimg.com/media/F-6xFwYXYAAGMoW?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6xFxwWcAASFTd?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6xFyWXIAA1KBc?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-6xKE3WEAA8r5W?format=jpg&name=360x360']",https://twitter.com/ADL/status/1724511690962661568,,,,
Heidi Steinberg,@heidisteinberg,2023-11-14T19:34:57.000Z,"Heidi Steinberg
@heidisteinberg
·
Nov 15","Remarkable seeing 
@SpeakerJohnson
 @RepJeffries
 @SenSchumer
 & 
@SenJoniErnst
 united in support of #Israel 

#bipartisanship #MarchForIsrael #America #democracy",? ?,,,1,['https://pbs.twimg.com/media/F-6x2BDXYAADnV6?format=jpg&name=small'],https://twitter.com/heidisteinberg/status/1724511252590838026,,,,
Rivkah R,@Rivkah_Reed,2023-11-14T19:33:03.000Z,"Rivkah R
@Rivkah_Reed
·
Nov 15
·","Pro-Israel march in D.C.: Hamas must be destroyed. They kill babies. They rape women. They abuse the elderly. #MarchForIsrael 
@SenJoniErnst
 @joniernst",?,,,,[],https://twitter.com/Rivkah_Reed/status/1724510775174132121,,,,
Bruce Weingart,@bruce_weingart,2023-11-14T19:32:22.000Z,"Bruce Weingart
@bruce_weingart
·
Nov 15","Amazingly strong words by 
@SenJoniErnst
  @SenSchumer
 @RepJeffries
 and 
@MikeJohnson
 at the #MarchForIsrael !!",,,,2,[],https://twitter.com/bruce_weingart/status/1724510605099360310,,,,
Huddytex,@huddytex,2023-11-14T19:31:38.000Z,"Huddytex
@huddytex
·
Nov 15","Too many In Congress and the Senate CARE MORE ABOUT OTHER COUNTRIES SOVEREIGNTY (border) AND SAFETY than they do of AMERICA’S  SOVEREIGNTY (border) AND SAFETY.  
@GOP
 @SenJoniErnst
 @LeaderMcConnell
 @GOPoversight
 @HASCRepublicans",,,,,[],https://twitter.com/huddytex/status/1724510420004696407,,,,
Christians United for Israel,@CUFI,2023-11-14T19:31:30.000Z,"Christians United for Israel
@CUFI
·
Nov 15","“Israel, the United States will always have your back.”- 
@SenJoniErnst
 #Israel #StandForIsrael #MarchForIsrael",,2,1,23,[],https://twitter.com/CUFI/status/1724510384143397111,,,,
Christians United for Israel,@CUFI,2023-11-14T19:30:58.000Z,"Christians United for Israel
@CUFI
·
Nov 15","“There should not be a shred of antisemitism in our country. Not now, not ever!” - 
@SenJoniErnst
 #StandForIsrael #Israel #MarchForIsrael",,1,1,19,[],https://twitter.com/CUFI/status/1724510251007844635,,,,
To1948lie,@to1948lie,2023-11-14T19:30:52.000Z,"To1948lie
@to1948lie
·
Nov 15","Thank you. 

We stand with Israel 
@SenSchumer
 
@SpeakerJohnson
 
@RepJeffries
 
@SenJoniErnst",,,,,[],https://twitter.com/to1948lie/status/1724510226450169875,,,,
Haley Cohen,@HaleyCohen19,2023-11-14T19:30:46.000Z,"Haley Cohen
@HaleyCohen19
·
Nov 15",".
@SenJoniErnst
 recalls visiting Kibbutz Nir Oz in 2014.
 “Israel and her people hold a special place in my heart.”",,1,1,2,[],https://twitter.com/HaleyCohen19/status/1724510199988294022,,,,
AngryConservative,@Oliver_Murray15,2023-11-14T19:30:26.000Z,"AngryConservative
@Oliver_Murray15
·
Nov 15","Best, most sincere speech at March for Israel given by 
@SenJoniErnst
  ",? ?,,,1,[],https://twitter.com/Oliver_Murray15/status/1724510115531801066,,,,
Doug Cohen,@dougcohen10,2023-11-14T19:29:32.000Z,"Doug Cohen
@dougcohen10
·
Nov 15","THANK YOU members of congress from BOTH parties 
@SenSchumer
 @SpeakerJohnson
 @RepJeffries
 @SenJoniErnst
 for your FORCEFUL & UNEQUIVOCAL words of support for #Israel & #Jews around the world today! Thank you SO much.



#AmYisraelChai
#DestroyHAMAS
#BringThemHome",? ? ? ? ? ? ?,,,3,[],https://twitter.com/dougcohen10/status/1724509890884829315,,,,
Joni Ernst,@SenJoniErnst,2023-11-14T19:29:20.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 15","May God bless Israel as she rightly defends herself from Hamas’s brutal attacks.
 
The United States will ALWAYS have your back. #MarchForIsrael",,14,15,96,[],https://twitter.com/SenJoniErnst/status/1724509838913229258,,,,
Joni Ernst,@SenJoniErnst,2023-11-14T19:28:28.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 15","Not only today, but in the coming weeks and months as Israel fights to secure their most basic human right – the right to life – the United States must remain resolute. #MarchForIsrael",,8,9,45,[],https://twitter.com/SenJoniErnst/status/1724509622990459007,,,,
To1948lie,@to1948lie,2023-11-14T19:28:25.000Z,"To1948lie
@to1948lie
·
Nov 15","Thank you 
@SenJoniErnst
 

Complete and total destruction of pure evil Hamas 

The US will not cower when the rest of the world do.  
We will stand steadfast with Israel. 

We will not sit quiet.",,,,,[],https://twitter.com/to1948lie/status/1724509611409936681,,,,
Joni Ernst,@SenJoniErnst,2023-11-14T19:28:09.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 15","There should not be a shred of anti-Semitism in our country – not now, not ever. #MarchForIsrael",,10,8,56,[],https://twitter.com/SenJoniErnst/status/1724509543890075682,,,,
Christians United for Israel,@CUFI,2023-11-14T19:28:02.000Z,"Christians United for Israel
@CUFI
·
Nov 15","“Stand steadfastly in your solidarity.” - 
@SenJoniErnst
 #StandForIsrael #MarchForIsrael",,1,,9,[],https://twitter.com/CUFI/status/1724509514831917529,,,,
Joni Ernst,@SenJoniErnst,2023-11-14T19:27:51.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 15","Hamas killed 30 of our fellow Americans, hundreds of our Israeli friends, and are currently holding 200 innocent men, women, and children hostage.
 
How anyone in America could sympathize with these terrorists is truly unfathomable. #MarchForIsrael",,14,22,76,[],https://twitter.com/SenJoniErnst/status/1724509467226603744,,,,
Joni Ernst,@SenJoniErnst,2023-11-14T19:27:28.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 15","The brutal reality of Hamas cannot be diminished – they murder babies, rape women, and abuse the elderly. #MarchForIsrael",,10,9,27,[],https://twitter.com/SenJoniErnst/status/1724509370510200965,,,,
Joni Ernst,@SenJoniErnst,2023-11-14T19:27:01.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 15",We will not sit quiet as anti-Semitism is being promulgated in classrooms and campuses across the country. #MarchForIsrael,,9,15,74,[],https://twitter.com/SenJoniErnst/status/1724509258069278826,,,,
ShePersisted,@shepersisted369,2023-11-14T19:25:26.000Z,"ShePersisted
@shepersisted369
·
Nov 15","I sure as hell hope so. That one POS has messed up enough for the military personnel. 
What an absolute disgrace!
(When I agree with 
@LindseyGrahamSC
 and 
@SenJoniErnst
, that’s a sure sign things are terribly, terribly wrong.)
@SenTuberville
 
@SenateGOP",,,,,['https://pbs.twimg.com/profile_images/1305919790/image_mini.jpg'],https://twitter.com/shepersisted369/status/1724508857714516351,,,,
Joni Ernst,@SenJoniErnst,2023-11-14T19:24:23.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 15","I am here at today’s #MarchForIsrael as a longtime friend and staunch supporter of our greatest partner in the Middle East, Israel.
 
We will not shrink back and shudder in fear, as too many around the world already have.",,8,14,78,[],https://twitter.com/SenJoniErnst/status/1724508593666339144,,,,
Citizen,@Citizen190,2023-11-14T19:18:30.000Z,"Citizen
@Citizen190
·
Nov 15","Standing with Israel is bipartisan. TY
@SenSchumer
 @hakeemjeffries
 @SenJoniErnst
 @MikeJohnson
 
Release the hostages!
Cease fire when Hamas ceases to be a threat!
#BringThemHome
#MarchForIsrael 
#StandAgainstAntisemitism",,1,3,3,['https://pbs.twimg.com/media/F-6uFOKWkAAbtcD?format=jpg&name=small'],https://twitter.com/Citizen190/status/1724507113467068887,,,,
To1948lie,@to1948lie,2023-11-14T19:07:31.000Z,"To1948lie
@to1948lie
·
Nov 15","Heavy hitters just hit the stage 
@SenSchumer
 
@SpeakerJohnson
 
@RepJeffries
 
@SenJoniErnst
 

#MarchForIsrael",,,,1,[],https://twitter.com/to1948lie/status/1724504351434055882,,,,
LPC:MAGA,@PabloLeslie,2023-11-14T17:02:35.000Z,"LPC:MAGA
@PabloLeslie
·
Nov 15","A Veteran’s Reflection on America 
@OutnumberedFNC
 @TheFive
 @JoeNBC
 @StenyHoyer
 @SenSchumer
 @SenJoniErnst
 @KristiNoem
 @BernieSanders
 @audrey_russo
 @SecDef",,,,,['https://pbs.twimg.com/card_img/1730056791663181824/9n8yflir?format=jpg&name=small'],https://twitter.com/PabloLeslie/status/1724472910063038852,,,,
Rory,@Rory50180616,2023-11-14T16:52:10.000Z,"Rory
@Rory50180616
·
Nov 15",".
@RepAshleyHinson
 @ChuckGrassley
 @SenJoniErnst
 Reduce admin burden and change PTA supervision from direct to general. Cosponsor H.R. 4878/S. 2459 #PTAdvocacy",,,,,[],https://twitter.com/Rory50180616/status/1724470286748172563,,,,
cari,@csiegs01,2023-11-14T16:40:45.000Z,"cari
@csiegs01
·
Nov 15","Let's get these confirmations done! Call your senator and demand passage of the resolution.

https://thehill.com/homenews/senate/4307674-senate-panel-will-move-resolution-tuesday-to-break-tubervilles-hold-on-military-nominees/…
@SenSchumer
 @LeaderMcConnell
 @SenJoniErnst
 @DanSullivan_AK
 @LindseyGrahamSC
 
@votevets
 @Militarydotcom
 @MilitaryTimes",?,,2,,['https://pbs.twimg.com/media/F-6IxtwXcAMNVbE?format=jpg&name=small'],https://twitter.com/csiegs01/status/1724467417257058547,,,,
To1948lie,@to1948lie,2023-11-14T16:20:48.000Z,"To1948lie
@to1948lie
·
Nov 15","Excellent timing since some are speaking later to the thousands of Jews in Washington. 
@SpeakerJohnson
 
@SenSchumer
 
@RepJeffries
 
@SenJoniErnst",,,,,['https://pbs.twimg.com/profile_images/1709569235796516864/ZOR5Q3vt_mini.jpg'],https://twitter.com/to1948lie/status/1724462395261607937,,,,
I never shut up and saving Sandie's job my job now,@MullicaMichelle,2023-11-14T16:06:33.000Z,"I never shut up and saving Sandie's job my job now
@MullicaMichelle
·
Nov 15","My bully at 
@UPS
 claimed the work space is narrow and it's easy to hit people. She said that 
@SpeakerMcCarthy
.

6 foot wide space. 

Plus she had a 
@UPS
 lawyer to defend her. Plus the union. Who lied and 
@SenJoniErnst
 heard. She helped with 
@NLRB
. They can lie too. Sigh!",,,,,['https://pbs.twimg.com/profile_images/1582187074383388672/KGt1y8Zr_mini.jpg'],https://twitter.com/MullicaMichelle/status/1724458809748340862,,,,
GPS Innovation Alliance (GPSIA),@GPS4Life,2023-11-14T16:04:17.000Z,"GPS Innovation Alliance (GPSIA)
@GPS4Life
·
Nov 15","It's a beautiful day to celebrate ""GPS: The First 50 Years,"" with a little help from our friends: 
@SenDuckworth
 
@SenJoniErnst
 
Brig Gen Robert Hutt
Dr. Brad Parkinson 
@roberthampshire
 
@vgcerf
 
@DeptofDefense
Show more",,,1,2,['https://pbs.twimg.com/media/F-5-vjGXcAAlDMn?format=jpg&name=small'],https://twitter.com/GPS4Life/status/1724458238182072518,,,,
Superman,@ClarkKent6869,2023-11-14T15:16:08.000Z,"Superman
@ClarkKent6869
·
Nov 14","This is extremely unsatisfactory!
@SenJoniErnst
 @ChuckGrassley
 @bennyjohnson
 @benshapiro
 @HouseGOP
 @SpeakerJohnson",,,,,[],https://twitter.com/ClarkKent6869/status/1724446121437593624,,,,
Dominique Johnson-Campbell,@dchanelj,2023-11-14T15:09:55.000Z,"Dominique Johnson-Campbell
@dchanelj
·
Nov 14","Gates have opened at today’s 
@MarchForIsrael
. Among today’s expected speakers: 
@SpeakerJohnson
, 
@RepJeffries
, 
@SenSchumer
 and 
@SenJoniErnst",,4,6,3,['https://pbs.twimg.com/ext_tw_video_thumb/1724444470077218816/pu/img/_OINDARW0W3RMhq7.jpg'],https://twitter.com/dchanelj/status/1724444557733921069,,,,
Joni Ernst,@SenJoniErnst,2023-11-14T14:30:32.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 14","Iran is NOT our friend.
 
My PUNISH Act prevents the Biden admin from lifting sanctions until the IRGC has not supported any attempt to kill a U.S. citizen or official.
 
That isn’t happening – enforce sanctions now.",,22,28,68,"['https://pbs.twimg.com/profile_images/1574499698022309889/ZRGS2Wlr_mini.jpg', 'https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_bigger.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1723855473953083392/img/2A1EOisxVa141s00.jpg']",https://twitter.com/SenJoniErnst/status/1724434646081937850,,,,
Molly Gordy,@mollygordy,2023-11-14T14:18:23.000Z,"Molly Gordy
@mollygordy
·
Nov 14","What 
@SenJoniErnst
 and @SenJohnCornyn don’t report about #Bidenomics",,1,1,1,"['https://pbs.twimg.com/profile_images/957624014276571137/dAduYaV9_mini.jpg', 'https://pbs.twimg.com/media/F-5kZxyXoAAA1t7?format=jpg&name=small']",https://twitter.com/mollygordy/status/1724431586492363258,,,,
